reviewer_orcid,reviewer_title_doi,reviewer_title,reviewer_paper_attribure
889,,Executing Queries over Schemaless RDF Databases,queried clusterings workload representations rdf performs graphs physically minimal grouped systems data evaluated indexing generally  workload cluster representation data indexing 
1340,,ChronoStream: Elastic Stateful Stream Computation in the Cloud,chronostream states computational streaming slice resources node operation contain data workloads events level stages applications  computing chronostream states slices 
961,,Finding Top-k Local Users in Geo-Tagged Social Media Data,tweet user queries indexed scores social searching twitter popularity locations keyword definitely spatial data relevances  tweet queries user keyword spatial 
1043,,Comprehensive and Reliable Crowd Assessment Algorithms,worker tasks estimation confident errors data technique works evaluated rate uses standard binary computation interval  workers confidence error tasks section 
802,,High Performance Temporal Indexing on Modern Hardware,pages times updatable data splits indexes transactions llama tree versioned historical nodes keys states current  indexes storage historical nodes 
683,,Fast Approximate Correlation for Massive Time-series Data,data correlate cache algorithmic computational signal pairs times approximately uses batch technique tion queries efficients  algorithm correlated time compute pairs 
1124,,Jigsaw: Efficient Optimization Over Uncertain Enterprise Data,jigsaw parameters functionality queried simulated valu database expectations modeled data generally purchases pdbs user examples  user functionality parameters query demand 
688,,Feeding Frenzy: Selectively Materializing Users’ Event Feeds,events feed produced followed user problems consumes costs optimal latency pushing times globally materialize likely  consumers events query produce given 
1234,,Self-organizing Tuple Reconstruction in Column-stores,query mappings crack columns tuples aligning selective operate results crackers multiple require storage performing base  map tuples alignment cracking query 
1355,http://dx.doi.org/10.1145/2588555.2610500.,Fast and Unified Local Search for Random Walk Based K-Nearest-Neighbor Query in Large Graphs,nodes proxim algorithm locally graph method bounding searching iterative measure probabilities php transition theorem figure  local proximities node search probabilities 
1301,,Data Conflict Resolution Using Trust Mappings,values trusts belief conflicting algorithms database user problems examples solution predicates data times logic updated  value trust time user solution 
959,,Indexing Multi-dimensional Data in a Cloud System,indexed query node data base key searches algorithms server rang routed databases rmax costs overlays  indexed node based data efficiently 
1022,,DDE: From Dewey to a Fully Dynamic XML Labeling Scheme,orders schemes dde dewey nodes updating xml numbers following insert dynamic com processes queries  process xml dewey schemes 
1379,,Bed-Tree: An All-Purpose Index Structure for String Similarity Search Based on Edit Distance,strings algorithm edit querying distances based similar trees property indexes joining efficiency searches given problem  querying strings edit distance index 
1140,,SQL Server Column Store Indexes,data indexed columns queries row compress joined table operator storing performing cpus process storage sql  queries indexes row data processes 
996,,SpongeFiles: Mitigating Data Skew in MapReduce Using Distributed Memory,memories data spills task skewness spongefile chunk remote disk jobs file large hadoop reduces likely  memories free chunk sponge task 
918,,Scalable Architecture and Query Optimization for Transaction-time DBs with Evolving Schemas,schema tables temporally queried databases time sql empno performed coalesced data rewrit archives aim xml  temporal queries empno achieve tables 
714,,How to Stop Under-Utilization and Love Multicores,hardware data memory databases communicate researcher transactional oltp workload parallel pages queries systems processing architecture  hardware data communication research processing 
1021,,Context-sensitive Ranking for Document Retrieval,query ranked contexts documents statistic keywords aggregates term collects views modeled sections performed specifically computes  query views contexts collected keyword 
761,,Dictionary-based Order-preserving String Compression for Main Memory Column Stores,indexes queries new data strings dictionaries encoded value efficient coded leaf memory operation lookups  data string efficient dictionary indexes 
1235,,A Formal Approach to Finding Explanations for Database Queries,explanation databases causal query data relational key authored interventions affiliation definitions tions example edu user  databases explanation schemas query relation 
793,,Secondary-Storage Confidence Computation for Conjunctive Queries with Inequalities,query data inequal variable database independence obdd figure boolean nodes event tuple edges called compute  query called obdd tractable possible 
1080,,LINVIEW: Incremental View Maintenance for Complex Analytical Queries,data incrementally matrix program computed iter model updated delta linear changing tions evaluates process analytically  section incremental deltas programs model 
1075,,CrowdDB: Answering Queries with Crowdsourcing,crowddb workers query hits data crowds crowdsource amt sql humans keys assignments crowdsql requester task  crowdsourced query crowddb human work 
1334,,AutoPlait: Automatic Mining of Co-evolving Time Sequences,modeled regimes sequence pattern times segmentations states data transitions methods automatically tion algorithms approach levels  models segments parameters time problems 
933,,MISO: Souping Up Big Data Query Processing with a Multistore System,querying data stored view multistore miso execute process times working designs rdbms plans performed  data queries view multistore miso 
1197,,Advances in Flash Memory SSD Technology for Enterprise Database Applications,writes disks ssds flash throughput read transactions pages database improving buffering drives commands data increases  throughput ssd write performance operation 
1294,,Efficient Querying and Maintenance of Network Provenance at Internet-Scale,networked provenance distribution tuple derivable rule exspan query data base efficiency tions management working node  distribution provenance networking efficiently tuples 
1337,,Partial Join Order Optimization in the ParAccel Analytic Database,queries volt optimizations joined table expressions performed rules grouping databases ordered postgres base data framework  optimizers queries volt expressions joined 
700,,Interactive Data Exploration Using Semantic Windows,window data queries functions searching exploring online user resulting benefits utilities section cell value algorithm  data function query windows based 
1164,,Query by Output,querying data ieq differ relate databases examples tuple talos selects uses gener labels problem based  queries ieqs baseball selection qbos 
1260,http://dx.doi.org/10.1145/2588555.2588564.,The PH-Tree - A Space-Efficient Storage Structure and Multi-Dimensional Index,trees nodes data spaces bits requirement stores entry value storage query efficiently dimensionality points structures  data requirement point bits tree 
1172,,Similarity Search and Locality Sensitive Hashing using Ternary Content Addressable Memories,tcams searching hashed similar lsh data problems bounded cluster matching space application point tions theorem  problem data space hash nearest 
911,,A Temporal Context-Aware Model for User Behavior Modeling in Social Media Systems,topic users modeled timely items temporal based tcam generating social rate data recommender latent medias  topic generation tcam users modeled 
1347,,Resource-oriented Approximation for Frequent Itemset Mining from Bursty Data Streams,algorithm data memory stream mined times itemsets transactional bursty approximated parameter items ave entry theorem  algorithm itemset oriented memory error 
1088,,Optimizing I/O-Intensive Transactions in Highly Interactive Applications,transaction scheduled deadlines times requested traqios level performing databases policy data priority slack accessed sla  transactions slas scheduling deadlines level 
939,,Performance Prediction for Concurrent Database Workloads,queries bals predicted latencies model data execut accessed resources workload averages performing concurrency tions time  queries prediction latency concurrent model 
1372,,Sampling Based Algorithms for Quantile Computation in Sensor Networks,node algorithm quantiles sampled data aggregated communication errors size totally uses network ranks trees  quantile total communication data tree 
1004,,Indexing for Interactive Exploration of Big Data Series,data indexable queries leaf times added isax buffering adapting series costs ing initially memory  queries data indexes raw ads 
1095,,Peta-Scale Data Warehousing at Yahoo!,data everest business storage analytics queries columns application partition provides transactions processes managing sql node  analytic data column processing query 
864,,Parallelizing Extensible Query Optimizers,optimize queries parallelize tasks schedul jobs based depend extensions plan erlang figure joins considering tion  optimizations states parallelize finalized process 
729,,Compensation-Aware Data Types in RDBMS,transactions operator data compensated specifically columns databases business updated concurrency value application type semantically related  specific transactions update operational data 
1117,,Entangled Queries: Enabling Declarative Data-Driven Coordination,query coordinate answered sets declarativity data databases user flights entangled level problems kramer joint relational  query constraint answers flight kramer 
1067,,Automatic Discovery of Attributes in Relational Databases,column distribution emds customer attribute relationship differ value schemas containment data comments definitions naming orders  related data database schema columns 
1210,,Scalable Skyline Computation Using Object-based Space Partitioning,skylines partitioned objective indexed dominating tree data sorting based compute dimensionality section algorithm number phones  partition skyline based object point 
689,,Recsplorer: Recommendation Algorithms Based on Precedence Mining,recommending users courses item transcript useful algorithm based example temporality precede information predicting evalu rating  algorithms user information transcript preceding 
1233,,Entity Resolution with Iterative Blocking,block record algorithm processes iterations merges differ generates match finally criterion information second result single  block records match iterative figure 
1123,http://dx.doi.org/10.1145/2588555.2593677.,An Application-Specific Instruction Set for Accelerating Set-Oriented Database Primitives,instructions processors setting unit memories performing sorted core databases queries oper figure registers applications value  processors instructions unit memory processing 
801,,Sinew: A SQL System for Multi-Structured Data,data querying column schemas relations key_name user sinew storage databases attributed tables physically systems required  relations schema data database key 
1276,,Predicting Cost Amortization for Query Services,queries cost data time structure service providing based works modeling amortize builds failures workloads predictable  cost queries data model user 
980,,K-Nearest Neighbor Search for Fuzzy Objects,objective query fuzziness point distances knn differently algorithms images setting functions figure probabilities information space  object query distances aknn algorithm 
858,,Schema-free SQL,schemas relating queries sql joins similarities database specifying keywords user movie_id levels networks informative sim  schema sql specify queries 
1015,,HAWQ: A Massively Parallel Processing SQL Engine in Hadoop,querying data segment hawq tables databases distributes catalog column hadoop base planning operator processes sql  data queries hawq tables hadoop 
936,,Facet Discovery for Structured Web Search: A Query-log Mining Approach,attribute users faceted token data value queried problems search table disambiguate structured web maps likely  attribute facet queries selection given 
898,,On Complexity and Optimization of Expensive Queries in Complex Event Processing,query events patterns matches complex times stream problems perform cep increases based strategy values included  events patterns query order matches 
691,,Dynamic Plan Generation for Parameterized Queries,query planning executions data times value calls parameters compiler generated optimized costs requests included performs  data time optimizer compilation planning 
923,,H2O: A Hands-free Adaptive Store,queries workload data storage layouts performs difference columns executions storing systems new tuple figures  accessed queries differ workloads data 
733,,Privacy Preservation of Aggregates in Hidden Databases:  Why and How?,query search privacy tuple provides aggregating sample data user database sampler hidden dummy number attacker  query tuples database sampling aggregates 
835,,ArrayStore: A Storage Manager for Complex Parallel Array Processing,chunking arrays data overlapping oper processes arraystore algorithm storage partition strategy help require cell regular  arrays chunks data process operators 
1297,,Interaction between Record Matching and Data Repairing,data match repairs cfd clean mds based rule example values tuple information problems ing fix  match data tran brady smith 
1086,,Processing Continuous Join Queries in Sensor Networks:a Filtering Approach,filtered joined queried cjf node_id data approaches station sensors network cost continuously optimally processed comput  filtered station joined communication process 
1359,,Quality and Efficiency in High Dimensional Nearest Neighbor Search,queries lsh sections point figure value specifically space large theoretically quality requiring algorithm solutions approximates  queries quality lsh lsb return 
1126,,Track Join: Distributed Joins with Minimal Network Traffic,joined networks nodes keys tracked tuple works locally algorithmic data database distribution hashing broadcasts optimized  joined key tracked schedule algorithm 
891,,Leveraging Spatio-Temporal Redundancy for RFID Data Cleansing,reader reading data rfid models detects constraint prior states equation redundant based figure objects zones  models readers read prior rfid 
1236,,Ricardo: Integrating R and Hadoop,data ricardo hadoop models jaql analyt examples rated processes providing customer movies analysis systems  model statistical ricardo data analysis 
724,http://dx.doi.org/10.1145/2588555.2588566.,Plan Bouquets: Query Processing without Selectivity Estimation,plans queries select executes performs optimizations costs robustness bouquet resulting time value figure algorithm  plans selectivity execute case time 
1275,,Local Graph Sparsification for Scalable Clustering,graphs cluster sparsifications edge network algorithm similarities node times locally sim largely sparsifying higher obtain  graphs sparsification edge cluster physics 
727,,Descriptive and Prescriptive Data Cleaning Anup Chalamalla1,error explanation data source repairs tuple rule queries examples shop cell emps target covering sid  tuple data violations dpdc erroneous 
1377,,Pay-As-You-Go ? An Adaptive Approach to Provide Full Context-Aware Text Search over Document Content,indexed xml data text queries documents searches xquery nodes column papers figure content storing related  searching xml text data content 
819,,Analyzing the Energy Efficiency of a Database Server,powering energy cpus perform databases component efficiencies data hardware servers differences memory utilizes cores figure  database power energy queries drives 
1341,,Efficient Cohesive Subgraphs Detection in Parallel,edges graphs subgraph algorithms compute triangles vertex solution parallel iterator trusses partitions locally definitions programs  graph computations peta parallel algorithms 
1215,,Building Community-Centric Information Exploration Applications on Social Content Sites,user items communities generative information tagged topical relation social base contents primitive groupings recommended application  user topical communities items content 
1331,,Discovering Queries based on Example Tuples,query rows candidates table column contained joins databases examples schema considered apps customization algorithm verifications  candidate queries example projection valid 
1280,,Morsel-Driven Parallelism: A NUMA-Aware Query Evaluation Framework for the Many-Core Age,queries morsels cores thread pipelined parallelize numa data working executed processed scheduler locally dispatching memory  queries morsels cores pipeline thread 
740,,Data Generation using Declarative Constraints,constraint generative data database cardinal algorithm tions uses tested problem multiple examples attributes instances efficiency  efficient databases data generative uses 
1384,,Efficient Algorithms for Optimal Location Queries in Road Networks,algorithm locates network server time nlcs sections sets optimizes query problem based cost real edges  located cost server nlcs edges 
995,,"JECB: a Join-Extension, Code-Based Approach to OLTP Data Partitioning",partitions transaction joins workload table solutions approaches attribute keys considered works ing node data selection  partition join transaction sum accessed 
1351,,A Hadoop Based Distributed Loading Approach to Parallel Data Warehouses,data loaded algorithms node flowed block assigns cost hadoop parallel databases optimal times hdfs cycles  algorithms vertex optimal hdfs block 
1370,,Searching Trajectories by Locations - An Efficiency Study,trajectory point location searches queries distances similarity application matched bct algorithms spatial memory ordered new  trajectories query similarity searching indexing 
1281,,Graphical XQuery in the AquaLogic Data Services Platform,data query graphically xquery service source aldsp xqe maps figures types box ordering view element  data service xquery function aldsp 
1312,,Efficiently Incorporating User Feedback into Information Extraction and Integration Programs,users program executing developed data operation feedback example title solutions predicate abstracts relations tuple crawling  users data hlog talks management 
1110,,On-the-Fly Token Similarity Joins in Relational Databases,tokenization similar queries operations functionality attributes join table produced algorithm tuples relations set indexed tree  token relation operator function cardinality 
1092,,BE-Tree: An Index Structure to Efficiently Match Boolean Expressions over High-dimensional Discrete Space,expressiveness matchings nodes indexes tree partitioned based predicates buckets structural clusterings dynamics supporting attribute  expressiveness space bucket split 
1303,,Durable Write Cache in Flash Memory SSD for Relational and NoSQL Databases,writing paging durassd cached buffered databases storage data ssds latencies memory durability atomically effects devices  page database write devices data 
859,,Ranking Distributed Probabilistic Data Feifei Li1 Ke Yi2 Jeffrey Jestes1,data rankings distributions tuple scoring value computed algorithm world query community application pdf based attributes  ranks algorithm compute time tuples 
854,,Druid A Real-time Analytical Data Store,data node segments event_ queried druid histor times loaded real distribute clusters different males ingests  nodes data queries zookeeper merge 
870,,Explainable Security for Relational Databases,queries policy database views disclosure security permissions formalize formula users work principal figure data access  policy formula data mathematically figure 
832,,ONDUX: On-Demand Unsupervised Learning for Information Extraction,value attribute block label match data base texts extracted approaches modeling learn iets method trained  attribute model unsupervised texts learning 
846,,Low Overhead Concurrency Control for Partitioned Main Memory Databases,transaction partitions executes speculates database lock data performed network multiple concurrent multi fragments coordinators resulting  locks concurrently transaction partition 
1256,,Query Simplification: Graceful Degradation for Join-Order Optimization,queries joined graphs algorithm optimizations orderings simplifications problem relation complexity differences results included greedy steps  different optimal join simplification ordering 
955,,Efficient Summarization Framework for Multi-Attribute Uncertain Data,attributes summarizes object sets value data concept information modeled coverage summaries efficiently correlated reviewer like  attribute contained coverage feature problem 
812,,Robust Set Reconciliation ,data differences settings alice algorithm point key problems bob iblts communities timely matched distance small  sets algorithm step quadtree bob 
1020,,Finding Shortest Path on Land Surface,paths surface algorithm requirement figure models pointed terrain problem called finds simplification given section lines  surface requirement shortest terrain problem 
879,,Diverse and proportional Size-l Object Summaries for Relational Keyword Search,authority conferences papers tuple importance relations data databases affin size examples year results queried faloutsos  tuple oss faloutsos size 
978,,Hadoop's Adolescence An analysis of Hadoop usage in scientific workloads,users hadoop jobs data applications mapreduce workload result tool tions level language pipelines analysis  users jobs mapreduce applications 
946,,Truss Decomposition in Massive Networks,algorithm edges trussness sections network subgraph iteration removal comput steps graphs times main required list  algorithms memory pruning triangles truss 
957,,Robust Estimation of Resource Consumption for SQL Queries using Statistical Techniques,modeled queried estimating operations data feature train uses resources approach regression scaling difference plan executing  model cpu regression data scaling 
912,,Efficient Reachability Query Evaluation in Large Spatiotemporal Contact Datasets,timely queries reachable process contacting graphs object networks indexing trajectories path reachgrid disk bases approaches  query reachability contacts approaches processing 
1041,,XORing Elephants: Novel Erasure Codes for Big Data,blocks repairing coded data local parities storage files cluster reliability hdfs failure mapreduce xorbas replicated  block repairs coded hdfs parities 
771,,On Differentially Private Frequent Itemset Mining,privacy itemsets transaction frequently algorithms private result database sections tion theorem differential cardinal utilizes truncate  cardinality algorithm bound parame privacy 
855,,Incremental and Accuracy-Aware Personalized PageRank through Scheduled Approximation,tour node computes ppvs graphs iter hubs queries approximate works partitions person increments efficiently bases  ppvs tour computed hubs query 
1326,,"DBToaster: Higher-order Delta Processing for Dynamic, Frequently Fresh Views",query viewed data deltas related aggregations uses update process generate multiplicity trigger ivm incrementalization perform  view queries incrementalizes tuple low 
1118,,PerfXplain: Debugging MapReduce Job Performance,jobs perfxplain queries feature task explanation generated user performed example clauses data given mapreduce despite  job perfxplain queries task user 
899,,Stubby: A Transformation-based Optimizer for MapReduce Workflows,workflow stubby job plans annotations mapreduce optimizers perform transformed data figuration functionality base generates packing  mapreduce optimizer jobs map 
1314,,Keyword-aware Optimal Route Search,routes label algorithm query approximate traveling problem definitely nodes keywords graphs given example paths ing  routes query scores keywords constraints 
1160,,Adding Logical Operators to Tree Pattern Queries on Graph-Structured Data,query node data graphs structure trees match predicate studies conjunction algorithm work generated gtpq element  queries nodes tree logic edges 
844,,ERA: Efficient Serial and Parallel Suffix Tree Construction for Very Long Strings,algorithm trees era memory string suffixes sub edges nodes construct section approach group table optimized  memory algorithm sequential strings 
1068,,Schema-As-You-Go: On Probabilistic Tagging and Querying of Wide Tables,tagged user queried semantically values data table car difference instanti approaches figure probability attributes schema  tagged difference user confidence value 
1243,,"REX: Recursive, Delta-Based Data-Centric Computation",querying operation data deltas stateful sql iterates execution aggregations rex mapreduce recursion relational platform valued  query delta supports operation level 
1174,,Answering Table Queries on the Web using Column Keywords,tables headers columns matched query web similarity row relevance exploring text score labels variable structured  table column diverse query corpus 
796,,OLTP on Hardware Islands,databases share perform hardware systems transactional core data oltp configuration deployments workload communicate execute  systems databases cores hardware single 
750,,Efficient Implementation of Generalized Quantification in Relational Query Languages,queries expression sets relation approaches gqs language quantified generator likely selections useful operator based property  queries gqs relations uses sets 
926,,Sharing Data and Work Across Concurrent Analytical Queries,share query gqp operations data performing scanned concurrency bases joined cjoin work tables differently relation  share query concurrency gqp operator 
731,,NeMa: Fast Graph Search with Label Similarity,matchings graphs nodes queries bases subgraphs problem labeling similar functions network nema data techniques costs  matched node labels subgraphs query 
1078,,Efficient Verification of Web-Content Searching Through Authenticated Web Crawlers,query authenticate searched web data document proofs crawler based results term digests verification setting users  searches queries document authenticated web 
1010,,Computing Immutable Regions for Subspace Top-k Queries,querying tuple results weighted figure region irj algorithm process immutable considering scanning scoring phase data  result weights immutable query algorithm 
774,,Direction-Preserving Trajectory Simplification,trajectories positive segments directions simplifications errors algorithms information line based consider preserve dpts time tion  errors pskpsk angular euclidean 
1070,,Top-K Nearest Keyword Search on Large Graphs,node trees graph distances sections results queries network example keywords indexing given answers intervals contained  distances tree node queries list 
1199,,Answering Top-k Queries Over a Mixture of Attractive and Repulsive Dimensions,projecting point indexes querying scores region line similar dimension functions resultant structure claim compute  point projection regions parame 
1232,,Processing Analytical Queries over Encrypted Data,query monomi encrypts data servers executions databases operator required performed clients scheme secure designs  queries monomi encrypting executing server 
686,,IS-LABEL: an Independent-Set based Labeling Scheme for Point-to-Point Distance Querying,graphs vertex labeled followed indexing distances queries levels sections networking paths definition computed hierarchies example  vertex indexing graph distance follows 
1322,,Memory Efficient Minimum Substring Partitioning,partitions mer sequencers figure memory substrings genome msp sizes datasets graphs hash strings large read  partitions msp string minimum 
1282,,Queries with Guarded Negation Vince Ba,query formula negations guards problem relation operators theorem sql completeness form tion expressible contained second  queries formula logics relations guard 
1046,,Real Time Discovery of Dense Clusters in Highly Dynamic Graphs:  Identifying Real World Events in Highly Dynamic Environments,event keywords graph clustering times messages microblogs technique difference discovered bases ckg correlate high identified  event difference real technique twitter 
1239,,CorrectDB: SQL Engine with Practical Query Authentication,querying data tuples providing updated servers client resulting nodes added signature trees scpus exists based  queries based ads approach client 
973,,Relational Approach for Shortest Path Discovery over Large Graphs,graph node sqls data oper paths query searching related functionality iteratively shortest rdb algorithms edge  node graph operation algorithm path 
744,,M3R: Increased Performance for In-Memory Hadoop Jobs,reducing job performs hadoop data mapping outputs engines running hmr keys inputs values new node  reducer job files shuffle output 
1149,,A Storage Advisor for Hybrid-Store Databases ,queried storing data costs tables attributes workload database rows advisor aggregate difference storage figure tuples  stores query workload table row 
1030,,Efficient Indexing for Diverse Query Results,index diversity tuples attribute result based queries onepass sections orderings values evalu trie definitions technique  index diverse keys trie acer 
850,,"PARIS: Probabilistic Alignment of Relations, Instances, and Schema",ontological relation class instance equivalences different data approaches paris rdf statement section useful align functionalities  ontologies http relation equivalent 
1353,,The Yin and Yang of Processing Data Warehousing Queries on GPU Devices,query gpus performing data tables oper joins hash engines figure selections bases memory transferring warehousing  performance query oper figure table 
1079,,Partitioning and Ranking Tagged Data Sources,partitions algorithm problems tweet properties tag lattice section weighted edges cuts sizes content data figure  partition group problems number tag 
1157,,How to Price Shared Optimizations in the Cloud,mechanisms user optimal costs value cloud data systems different times querying bidding sets truthfulness mass  optimization mechanisms values user games 
1151,,Efficient Querying of Inconsistent Databases with Binary Integer Programming,queries database constraint answer difference approaches programs integers consisting conjunctions theorem repairing boolean techniques data  queries program equip rewriting constraints 
1051,,Schema Extraction for Tabular Data on the Web,table data row relations extracted methods contained processed attributes structural headers html bases cell value  tables data rows contain method 
1228,,Scaling Factorization Machines to Relational Data,predict blocks learn model variable algorithm related linear feature machine data vector figure scale valued  learn data relations algorithms machine 
1048,,Privacy Preservation by Disassociation,termed recorded anonymous clustering data datasets chunk disassociates privacy algorithms information setting partition combine log  term records anonymous datasets original 
962,,An In-depth Comparison of Subgraph Isomorphism Algorithms in Graph Databases,algorithm graph querying vertices quicksi vertex subgraphs data figure gaddi uses prunes label ing graphql  algorithm graphs query quicksi times 
984,,Semi-Automatic Index Tuning: Keeping DBAs in the Loop,indexed feedback recommends algorithms indices workloads online work dba tuning setting provided selected problem wfit  workload feedback index tuning recommended 
1250,,Supporting User-Defined Functions on Uncertain Data,function udf data approximates distributed computation inputs resulting outputs users online sampled errors accuracy requiring  approximation computation output results carlo 
709,,A Data-Based Approach to Social Influence Maximization,influencers propagated sets models spread edge data small seeds probability works times method node learned  propagation spread given influence expected 
1054,,Mining Flipping Correlations from Large Datasets with Taxonomies,correlated item levels differ bases itemset mined movie positively supports flip new generating follows pruning  correlation means computation level item 
775,,Optimal Algorithms for Crawling a Hidden Database in the Web,query algorithm data attribute problems web databases tuple resulting shrink value depends dimensionality specific hidden  resolved figure qleft case 
754,,Answering Queries using Views over Probabilistic XML: Complexity and Tractability,queried nodes view rewrit document data probabilistically xml resulting bases sets root probability case child  node rewrit view xml query 
1287,,Muppet: MapReduce-Style Processing of Fast Data,streaming updating data event muppet application slate keys counting example functions map times processed develop  updater streams slate data user 
921,,ReStore: Reusing Results of MapReduce Jobs,job restore data mapreduce plans queries stores oper execute workflow figures reuses matches physical inputs  job execution query workflow store 
1230,,Spinning Fast Iterative Data Flows Stephan Ewen 1 Kostas Tzoumas 2 Moritz Kaufmann 3,iteratively data algorithm dataflows operators component like sections set parallelization executing differ graphs functions changed  iteration algorithm data dataflow new 
797,,Explanation-Based Auditing,explanations accessing log template algorithm data patients paths users recorded examples alice database provider support  accessed log explanation user templates 
951,,CrowdER: Crowdsourcing Entity Resolution,hit bases generates pair records approach algorithm similar entity problems machines techniques humans difference figure  generates pair based machine hit 
1386,,Histograms as a Side Effect of Data Movement for Big Data,histogram data statistic queries values figures memory databases counted table processes module fpgas differ input  data different table computing histogram 
1120,,FDB: A Query Engine for Factorised Relational Databases,relation queries factorising large databased data trees item joined operator location time attributes representation examples  factorisations queries projection path time 
762,,Cologne: A Declarative Distributed Constraint Optimization Platform,distribution cologne constraints optimality solvers colog cloud table networks policies cop resource node data rule  cologne cloud constraint declaratively operational 
942,,Fast Updates on Read-Optimized Databases Using Multi-Core CPUs,merging data updating compression value partitions table systems dictionaries performed delta columns processing query reads  merging optimized transaction updated compression 
699,http://infosys.cs.uni-saarland.de,A Comparison of Knives for Bread Slicing,algorithm vertically partitioned queries differently attribute sets data bases tables workload steps prunes common ingness  attribute vertical table queries category 
1295,,Making Queries Tractable on Big Data with Preprocessing (through the eyes of complexity theory),querying problems preprocesses time data parallel classes ptime consid complexity work tractability section tions evaluate  query preprocessing logarithmic parallel foun 
1249,,Multilingual Schema Matching for Wikipedia Infoboxes,languages attribute similarities match infobox value corresponds wikimatch structures wikipedia schemas article multilingualism types  attribute similarities multilingual information cross 
1072,,Don’t Thrash: How to Cache Your Hash on Flash,filters buffers data inserting bit bloom ssds perform space required structured hashes slots lookup ing  filters data performed storage optimal 
794,,Serializable Snapshot Isolation in PostgreSQL,transaction serializability ssi postgresql anomaly locks reads isolation sections snapshots data requirement batch concurrency examples  anomaly transaction serializability lock ssi 
687,,Human-powered Sorts and Joins,tasks joined hit generalize worker filtered answer queries img fields batched interfaces operator qurk databases  filter compar task queries answer 
757,,Indexing the Earth Mover¡ ?s Distance Using Normal Distributions,emds indexed distributed normals errors bounded times compute methods data query dominated lines lower cdfs  normal bounds lower distribution methods 
976,,sDTW: Computing DTW Distances using Locally Relevant Constraints based on Salient Feature Alignments,features scaling time series differently temporal data localized salient figure point align bases corresponds algorithm  features salient scales constraints sdtw 
880,,Practical Differential Privacy via Grouping and Smoothing,group data privacy count queries differentiates databases ranges laplace noise error mechanisms samples resulting compute  counts differential perturbation laplace noise 
929,,K-Reach: Who is in Your Small World,indexed graphs hops query vertex section reachable algorithm based direction problem processed reached covered works  indexes reachability reach given graph 
1154,,Efficient Indexing and Querying over Syntactically Annotated Trees,query tree indexes nodes codings structuring subtree postings numbering parse storing sentence syntactic times performing  indexes trees subtrees queries coding 
1002,,The Complexity of Social Coordination,coordinating query algorithms sets entangled databases unique scenario require graph flights hardness follow safety example  coordinating query setting definition satisfiability 
1292,,Efficient SimRank-based Similarity Join Over Large Graphs ,graph simrank pair bases comput query section vertex similar papers followed sim index iterated given  simrank vertex based graph srj 
1357,,Distributed GraphLab: A Framework for Machine Learning and Data Mining in the Cloud,data computations graphlab graphs algorithmic executes parallelism requirement distribution converged updated vertex modeling consists vertices  graphlab data abstractions parallel mldm 
983,,Exploiting Evidence from Unstructured Data to Enhance Master Data Management,mdm entity matched eutc figure data document attribute text information record based management mds extracts  eutc attribute data entities figure 
861,,Large Scale Cohesive Subgraphs Discovery for Social Network Visual Analysis,graph subgraph edge social bases cohesion vertices com triangles visualize databases networks times problem analysis  graphs social subgraphs triangles memory 
863,,Compacting Transactional Data in Hybrid OLTP&OLAP Databases,data compress query memory transactions processed paging snapshot olap cold oltp accessible value hot tion  data transactions cold olap memory 
1064,,Mining Statistically Significant Substrings using the Chi-Square Statistic,strings distributions section substring significance algorithms time probabilities statistical given large pattern values modeling positive  substrings strings bernoulli significant result 
1290,,Efficient Processing of k Nearest Neighbor Joins using MapReduce,data objects knn joined partitioned map distances mapreduce bases selecting pri section computation figure reduced  data partitions based bounding knn 
1319,,CDAS: A Crowdsourcing Data Analytics System,answered worker queries crowdsourc models bases cdas jobs process accuracy results providing algorithm humans engine  model answers based human crowdsourcing 
1111,,Early Accurate Results for Advanced Analytics on MapReduce,sample data hadoop earl estimator resulting errors approximation techniques functional requirement resamples bootstraps computes distribution  data sampling result functions error 
1365,,On Scaling Up Sensitive Data Auditing,queries audited record data database instances sensitive world secure customers relations problem logged example selective  queries auditing record database operator 
1116,,An Analysis of Structured Data on the Web,domain site extractions web entity reviewers attribute covers valued phones data user information homepage figures  domain site extract aggregators 
1176,,Generating Exact- and Ranked Partially-Matched Answers to Questions in Advertisements,added cqads question values keywords query searched processed condition identified bases similar retrieval matches selected  query ads based question search 
1380,,Actively Soliciting Feedback for Query Answers in Keyword Search-Based Data Integration,queries matched feature scoring users align resulting association edges data schema base informativeness learns feedback  representing edge associated informative weight 
684,,Probabilistic Databases with MarkoViews,querying tuples aid probabilistic database view table weight correlated data mlns markoview mvdbs called inferences  tuple probabilistic query database 
1375,,Efficient Subgraph Matching on Billion Node Graphs,graph data indexed queried joining result subgraphs trinity memory approach nodes matched perform bases label  graphs queries joining years matches 
867,,View Selection in Semantic Web Databases,rdfs views queries cost related data states section selections database sets variable triple definition rewrit  view queries rdf selection relational 
1187,,Learning Expressive Linkage Rules using Genetic Programming,operations linkage rule data distance properties bases transforms similarity value difference linked definition aggregations algorithms  linkage operator rule data properties 
963,,Pushing the Boundaries of Crowd-enabled Databases  with Query-driven Schema Expansion,users rated data movies querying crowd space liked humans perceptu perform database schemas requires provides  rated schema crowd data users 
